address,status,borough,longitude,latitude,spc_common,spc_latin
2123 E 22 ST,Fair,Brooklyn,-73.949414,40.599416,"maple, norway",acer platanoides
30 RODNEY ST,Fair,Brooklyn,-73.964185,40.702273,"maple, norway",acer platanoides
869 BROADWAY,Good,Manhattan,-73.990154,40.73769,"pear, callery",pyrus calleryana
87-028 130 ST,Fair,Queens,-73.822129,40.701182,"ash, green",fraxinus pennsylvanica
99-015 70 AV,Fair,Queens,-73.849615,40.716767,"maple, sycamore",acer pseudoplatanus
170 KELLY BLVD,Fair,Staten Island,-74.155273,40.585754,london planetree,platanus acerifolia
500 MIDWOOD ST,Fair,Brooklyn,-73.944078,40.66052,"maple, red",acer rubrum
241-002 147 DR,Fair,Queens,-73.743246,40.655423,"maple, norway",acer platanoides
38 GERVIL ST,Poor,Staten Island,-74.212271,40.547509,"maple, norway",acer platanoides
939 E 5 ST,Poor,Brooklyn,-73.972697,40.628547,"maple, norway",acer platanoides
46 3 ST,Fair,Brooklyn,-73.994293,40.678113,"maple, norway",acer platanoides
501 W 192 ST,Poor,Manhattan,-73.92734,40.855606,"zelkova, japanese",zelkova serrata
578 MONTAUK AV,Fair,Brooklyn,-73.873319,40.664261,"maple, silver",acer saccharinum
219-003 143 RD,Fair,Queens,-73.756636,40.668533,"oak, pin",quercus palustris
1493 3 AV,Fair,Manhattan,-73.95484,40.777651,"oak, willow",quercus phellos
69-012 61 RD,Fair,Queens,-73.890269,40.718983,"oak, northern red",quercus rubra
74-011 263 ST,Fair,Queens,-73.713606,40.750946,london planetree,platanus acerifolia
538 MADISON ST,Fair,Brooklyn,-73.936622,40.686326,"maple, norway",acer platanoides
1718 WOODBINE ST,Fair,Queens,-73.907879,40.701462,"linden, little leaf",tilia cordata
1742 UNION PORT RD,Fair,Bronx,-73.866965,40.844054,ginkgo,ginkgo biloba
169-056 UTOPIA PKWY,Good,Queens,-73.794578,40.783239,honeylocust,gleditsia triacanthos
37 UXBRIDGE ST,Poor,Staten Island,-74.138914,40.602218,"maple, sycamore",acer pseudoplatanus
9 MONTAUK PL,Fair,Staten Island,-74.147068,40.610659,"maple, norway",acer platanoides
87-005 162 AV,Fair,Queens,-73.844173,40.65336,"maple, norway",acer platanoides
880 47 ST,Fair,Brooklyn,-74.000185,40.641724,"maple, norway",acer platanoides
59-021 PALMETTO ST,Poor,Queens,-73.902725,40.707191,planting site,planting site
221-031 111 AV,Fair,Queens,-73.734896,40.706102,"maple, norway",acer platanoides
48-018 195 ST,Fair,Queens,-73.785027,40.75016,"pear, callery",pyrus calleryana
64-049 MADISON ST,Fair,Queens,-73.893962,40.708,"maple, norway",acer platanoides
149-035 12 AV,Fair,Queens,-73.8159,40.790425,"maple, sycamore",acer pseudoplatanus
91 NOSTRAND AV,Fair,Staten Island,-74.168159,40.606439,"pear, callery",pyrus calleryana
264 MALCOLM X BLVD,Fair,Brooklyn,-73.929357,40.684075,"pear, callery",pyrus calleryana
69-023 JUNO ST,Poor,Queens,-73.852537,40.715336,"maple, sycamore",acer pseudoplatanus
170 GETZ AV,Fair,Staten Island,-74.165872,40.555789,"maple, sugar",acer saccharum
362 BROOK AV,Fair,Bronx,-73.917596,40.810362,"hawthorn, parsley",crataegus marshallii
433 YETMAN AV,Good,Staten Island,-74.241897,40.505574,sweetgum,liquidambar styraciflua
43-059 160 ST,Fair,Queens,-73.806261,40.757511,"maple, silver",acer saccharinum
74-012 35 AV,Fair,Queens,-73.891996,40.751017,honeylocust,gleditsia triacanthos
1025 MORRISON AV,Fair,Bronx,-73.873548,40.825081,"oak, pin",quercus palustris
74 NELSON AV,Fair,Staten Island,-74.15013,40.547836,"maple, norway",acer platanoides
33-058 171 ST,Fair,Queens,-73.79475,40.76581,"zelkova, japanese",zelkova serrata
15 MELISSA ST,Poor,Staten Island,-74.153595,40.619689,london planetree,platanus acerifolia
114 WYCKOFF ST,Good,Brooklyn,-73.989403,40.685495,"magnolia, star",magnolia stellata
102-025 87 AV,Good,Queens,-73.844579,40.694493,london planetree,platanus acerifolia
58-061 44 AV,Fair,Queens,-73.905445,40.74225,"maple, sugar",acer saccharum
86-055 RANGE ST,Fair,Queens,-73.733656,40.731936,"maple, norway",acer platanoides
262 BANCROFT AV,Fair,Staten Island,-74.107027,40.575011,london planetree,platanus acerifolia
355 E 149 ST,Fair,Bronx,-73.919442,40.816529,honeylocust,gleditsia triacanthos
53-002 62 ST,Fair,Queens,-73.901829,40.731641,london planetree,platanus acerifolia
27 JOSEPH LA,Good,Staten Island,-74.072264,40.603601,honeylocust,gleditsia triacanthos
200 NEW DORP LA,Good,Staten Island,-74.114102,40.572793,black locust,robinia pseudoacacia
46-005 216 ST,Fair,Queens,-73.765127,40.758838,"maple, norway",acer platanoides
171 DEAN ST,Good,Brooklyn,-73.986774,40.686081,honeylocust,gleditsia triacanthos
9138 BEDELL LA,Fair,Brooklyn,-73.909756,40.644375,london planetree,platanus acerifolia
588 TARGEE ST,Fair,Staten Island,-74.085152,40.612354,sweetgum,liquidambar styraciflua
101 Avenue of the Amer,Good,Manhattan,-74.004904,40.723235,"pear, callery",pyrus calleryana
7123 NARROWS AV,Good,Brooklyn,-74.034786,40.635948,"maple, norway",acer platanoides
196 E 39 ST,Fair,Manhattan,-73.975904,40.748894,"pear, callery",pyrus calleryana
103 HARTFORD AV,Fair,Staten Island,-74.10962,40.623254,"elm, american",ulmus americana
256-004 147 AV,Fair,Queens,-73.732921,40.657637,"maple, silver",acer saccharinum
133-029 150 ST,Fair,Queens,-73.789232,40.6679,honeylocust,gleditsia triacanthos
115-061 217 ST,Poor,Queens,-73.741059,40.699173,"maple, norway",acer platanoides
36-004 23 ST,Fair,Queens,-73.935123,40.759003,"maple, norway",acer platanoides
52-066 62 ST,Fair,Queens,-73.901173,40.732417,london planetree,platanus acerifolia
610 ST NICHOLAS AV,Good,Manhattan,-73.946254,40.820887,"oak, pin",quercus palustris
63-016 75 ST,Fair,Queens,-73.881573,40.71832,"maple, norway",acer platanoides
214-017 23 AV,Fair,Queens,-73.776438,40.78254,"ash, green",fraxinus pennsylvanica
180 KILROE ST,Fair,Bronx,-73.789108,40.854963,"cherry, cornelian",cornus mas
20 WALNUT ST,Fair,Staten Island,-74.106245,40.639652,japanese pagoda tree,sophora japonica
81-004 249 ST,Fair,Queens,-73.7204,40.740722,"maple, norway",acer platanoides
668 WASHINGTON ST,Fair,Manhattan,-74.008546,40.733494,"ash, green",fraxinus pennsylvanica
87-002 252 ST,Fair,Queens,-73.714038,40.730567,"maple, norway",acer platanoides
311 DEGRAW ST,Good,Brooklyn,-73.994183,40.683341,"maple, sycamore",acer pseudoplatanus
1627 E 10 ST,Fair,Brooklyn,-73.963262,40.609295,london planetree,platanus acerifolia
1983 FULTON ST,Poor,Brooklyn,-73.915433,40.678519,honeylocust,gleditsia triacanthos
10518 Avenue L,Fair,Brooklyn,-73.888789,40.642876,"pine, other",pinus species
3609 WALDO AV,Poor,Bronx,-73.905843,40.885608,"oak, pin",quercus palustris
33 HARRISON ST,Poor,Manhattan,-74.010636,40.71883,honeylocust,gleditsia triacanthos
240 E 61 ST,Poor,Manhattan,-73.964748,40.762416,london planetree,platanus acerifolia
30 MARTENSE ST,Fair,Brooklyn,-73.95798,40.651262,london planetree,platanus acerifolia
1195 E 7 ST,Fair,Brooklyn,-73.96862,40.621806,"maple, norway",acer platanoides
147-044 148 ST,Good,Queens,-73.817491,40.787473,honeylocust,gleditsia triacanthos
1101 E 100 ST,Poor,Brooklyn,-73.894648,40.641858,stump,stump 
330 JAY ST,Good,Brooklyn,-73.987188,40.694182,tree of heaven,ailanthus altissima
27 CORNELIA ST,Poor,Brooklyn,-73.917622,40.688047,"cherry, other",prunus species
1130 E 8 ST,Poor,Brooklyn,-73.967491,40.62163,"maple, norway",acer platanoides
19-056 81 ST,Good,Queens,-73.889223,40.771796,honeylocust,gleditsia triacanthos
63 CLARADON LA,Good,Staten Island,-74.071752,40.603147,london planetree,platanus acerifolia
81 SATTERLEE ST,Fair,Staten Island,-74.253254,40.5052,"ash, green",fraxinus pennsylvanica
221-003 113 DR,Fair,Queens,-73.736183,40.702536,london planetree,platanus acerifolia
22-076 38 ST,Fair,Queens,-73.908446,40.772009,"maple, red",acer rubrum
601 E 20 ST,Fair,Manhattan,-73.975413,40.732979,london planetree,platanus acerifolia
1126 FLATBUSH AV,Fair,Brooklyn,-73.95772,40.642967,"oak, pin",quercus palustris
78-057 269 ST,Fair,Queens,-73.703828,40.749169,"maple, norway",acer platanoides
2846 PHILIP AV,Fair,Bronx,-73.825485,40.826933,"maple, red",acer rubrum
29-010 20 AV,Fair,Queens,-73.907182,40.780353,"oak, pin",quercus palustris
8301 4 AV,Good,Brooklyn,-74.027419,40.624959,"oak, pin",quercus palustris
4424 12 AV,Good,Brooklyn,-73.991554,40.639015,london planetree,platanus acerifolia
2453 GRAND CONCOURSE,Fair,Bronx,-73.898285,40.860316,ginkgo,ginkgo biloba
3008 PERRY AV,Fair,Bronx,-73.882765,40.870894,"ash, green",fraxinus pennsylvanica
399 LENEAVAR AV,Good,Staten Island,-74.206678,40.530642,"maple, silver",acer saccharinum
45-041 40 ST,Fair,Queens,-73.924425,40.742983,"linden, little leaf",tilia cordata
674 ALABAMA AV,Fair,Brooklyn,-73.894629,40.659593,london planetree,platanus acerifolia
140-065 BEECH AV,Fair,Queens,-73.821757,40.755444,london planetree,platanus acerifolia
9-028 118 ST,Fair,Queens,-73.849718,40.78882,london planetree,platanus acerifolia
171-020 109 AV,Fair,Queens,-73.783686,40.697694,"oak, pin",quercus palustris
5110 Avenue K,Fair,Brooklyn,-73.926501,40.625901,ginkgo,ginkgo biloba
60-036 MYRTLE AV,Poor,Queens,-73.896805,40.70061,"maple, norway",acer platanoides
150 AMSTERDAM AV,Poor,Manhattan,-73.984169,40.775153,planting site,planting site
2246 E 60 ST,Fair,Brooklyn,-73.977406,40.616073,london planetree,platanus acerifolia
141 W 110 ST,Fair,Manhattan,-73.944576,40.794877,ginkgo,ginkgo biloba
86 80 ST,Fair,Brooklyn,-74.036258,40.629499,"cherry, other",prunus species
192 BAY 31 ST,Fair,Brooklyn,-73.997073,40.597605,tree of heaven,ailanthus altissima
21 SPRING ST,Good,Manhattan,-73.995137,40.721486,japanese pagoda tree,sophora japonica
46-016 157 ST,Fair,Queens,-73.809597,40.753765,"maple, norway",acer platanoides
98-050 QUEENS BLVD,Poor,Queens,-73.856351,40.727956,japanese pagoda tree,sophora japonica
89-064 217 ST,Fair,Queens,-73.745276,40.725787,"pear, callery",pyrus calleryana
1125 BURKE AV,Good,Bronx,-73.85449,40.871241,"linden, little leaf",tilia cordata
730 COLUMBUS AV,Fair,Manhattan,-73.967667,40.792659,ginkgo,ginkgo biloba
43-053 193 ST,Fair,Queens,-73.788373,40.75676,"maple, norway",acer platanoides
42-034 209 ST,Good,Queens,-73.775702,40.761105,"linden, little leaf",tilia cordata
50 LEGION ST,Fair,Brooklyn,-73.91803,40.667668,london planetree,platanus acerifolia
21 FINGAL ST,Fair,Staten Island,-74.168615,40.537859,"maple, norway",acer platanoides
30 W 75 ST,Fair,Manhattan,-73.975379,40.778524,"linden, little leaf",tilia cordata
60-091 70 AV,Fair,Queens,-73.895544,40.702493,"maple, sugar",acer saccharum
152-049 11 AV,Fair,Queens,-73.808757,40.792417,"oak, northern red",quercus rubra
67-025 CLOVERDALE BLVD,Fair,Queens,-73.749093,40.745953,"maple, red",acer rubrum
47-001 210 ST,Fair,Queens,-73.771821,40.755858,london planetree,platanus acerifolia
1431 E 9 ST,Fair,Brooklyn,-73.965128,40.614163,"maple, norway",acer platanoides
147 WEIRFIELD ST,Fair,Brooklyn,-73.912398,40.689791,honeylocust,gleditsia triacanthos
416 W 42 ST,Poor,Manhattan,-73.99343,40.758765,"ash, green",fraxinus pennsylvanica
155 W 51 ST,Poor,Manhattan,-73.98153,40.761181,"pear, callery",pyrus calleryana
14-085 166 ST,Good,Queens,-73.796808,40.786701,sweetgum,liquidambar styraciflua
20-054 31 ST,Fair,Queens,-73.907509,40.778746,"oak, pin",quercus palustris
1411 E 22 ST,Poor,Brooklyn,-73.952838,40.617505,"maple, norway",acer platanoides
2-019 B 149 ST,Fair,Queens,-73.819965,40.798977,"ash, green",fraxinus pennsylvanica
2431 CHURCH AV,Fair,Brooklyn,-73.954774,40.650572,ginkgo,ginkgo biloba
94-041 113 ST,Fair,Queens,-73.832694,40.692005,"maple, norway",acer platanoides
1736 GARFIELD ST,Fair,Bronx,-73.868589,40.843043,"pear, callery",pyrus calleryana
5122 CLARENDON RD,Fair,Brooklyn,-73.928377,40.644508,"oak, pin",quercus palustris
32-022 162 ST,Fair,Queens,-73.802804,40.769018,"maple, red",acer rubrum
79-023 215 ST,Fair,Queens,-73.756792,40.735419,"maple, norway",acer platanoides
1248 E 89 ST,Poor,Brooklyn,-73.900374,40.634017,"maple, norway",acer platanoides
2520 SEYMOUR AV,Good,Bronx,-73.846313,40.8631,"linden, little leaf",tilia cordata
1814 FOWLER AV,Fair,Bronx,-73.858937,40.847301,"maple, sugar",acer saccharum
588 UNION ST,Fair,Brooklyn,-73.984422,40.677954,"linden, little leaf",tilia cordata
291 W 4 ST,Good,Manhattan,-74.003608,40.736463,honeylocust,gleditsia triacanthos
657 FAIRVIEW AV,Fair,Queens,-73.905789,40.706676,"maple, norway",acer platanoides
101 E 89 ST,Good,Manhattan,-73.955768,40.782101,"linden, little leaf",tilia cordata
624 RENSSELAER AV,Fair,Staten Island,-74.195201,40.540746,"oak, other",quercus species
160-022 84 ST,Fair,Queens,-73.847757,40.655911,"maple, norway",acer platanoides
2965 AMBOY RD,Good,Staten Island,-74.128353,40.566476,"maple, norway",acer platanoides
583 83 ST,Good,Brooklyn,-74.023095,40.622421,"pine, other",pinus species
1448 38 ST,Fair,Brooklyn,-73.982423,40.639204,"maple, sycamore",acer pseudoplatanus
200 E 66 ST,Good,Manhattan,-73.963368,40.765897,london planetree,platanus acerifolia
206 MALTA ST,Fair,Brooklyn,-73.892929,40.655854,honeylocust,gleditsia triacanthos
253-048 147 RD,Fair,Queens,-73.735435,40.656516,"linden, little leaf",tilia cordata
89-019 88 ST,Fair,Queens,-73.855248,40.689707,"maple, norway",acer platanoides
449 19 ST,Fair,Brooklyn,-73.9603,40.639879,london planetree,platanus acerifolia
128 POILLON AV,Good,Staten Island,-74.177088,40.532271,"maple, red",acer rubrum
88-019 102 ST,Poor,Queens,-73.844642,40.693603,planting site,planting site
14-022 117 ST,Fair,Queens,-73.85037,40.78503,"linden, little leaf",tilia cordata
320 WINDHAM LOOP,Fair,Staten Island,-74.162378,40.576256,"ash, green",fraxinus pennsylvanica
100 CANAL ST,Poor,Staten Island,-74.076812,40.626563,"zelkova, japanese",zelkova serrata
40-001 LITTLE NK PKWY,Poor,Queens,-73.741347,40.77322,"maple, norway",acer platanoides
1704 MCDONALD AV,Fair,Brooklyn,-73.973478,40.611331,"pine, spruce",pinus glabra
402 ST MARK PL,Fair,Staten Island,-74.077442,40.639691,tree of heaven,ailanthus altissima
680 E 46 ST,Fair,Brooklyn,-73.933555,40.644886,"maple, norway",acer platanoides
37-014 90 ST,Fair,Queens,-73.876815,40.750205,"maple, sugar",acer saccharum
71-021 71 ST,Fair,Queens,-73.880937,40.704092,london planetree,platanus acerifolia
87-049 87 RD,Fair,Queens,-73.85702,40.691851,"maple, norway",acer platanoides
1292 GIVAN AV,Fair,Bronx,-73.849724,40.873285,"maple, norway",acer platanoides
255 EASTERN PKWY,Fair,Brooklyn,-73.960596,40.671184,"elm, american",ulmus americana
442 BEDFORD AV,Fair,Brooklyn,-73.964168,40.708797,"maple, sugar",acer saccharum
128-027 234 ST,Fair,Queens,-73.732375,40.682264,"maple, norway",acer platanoides
365 51 ST,Fair,Brooklyn,-74.01379,40.646279,"linden, little leaf",tilia cordata
20-028 150 ST,Fair,Queens,-73.814301,40.78057,london planetree,platanus acerifolia
1060 WILLOW BROOK RD,Fair,Staten Island,-74.13791,40.603243,sweetgum,liquidambar styraciflua
880 FAILLE ST,Fair,Bronx,-73.887726,40.819194,"zelkova, japanese",zelkova serrata
263-005 E WILLISTON AV,Good,Queens,-73.705056,40.736667,"oak, pin",quercus palustris
116 E 11 ST,Fair,Manhattan,-73.989934,40.73188,"pear, callery",pyrus calleryana
37 FROST ST,Good,Brooklyn,-73.95047,40.717547,"pear, callery",pyrus calleryana
435 E 52 ST,Fair,Manhattan,-73.964217,40.754693,"pear, callery",pyrus calleryana
806 STAFFORD AV,Good,Staten Island,-74.204982,40.540281,"pear, callery",pyrus calleryana
26-001 WHITESTONE EXWY,Fair,Queens,-73.827792,40.775956,"maple, norway",acer platanoides
8620 NARROWS AV,Fair,Brooklyn,-74.039157,40.62521,london planetree,platanus acerifolia
1578 E 22 ST,Fair,Brooklyn,-73.952024,40.61321,"maple, norway",acer platanoides
114-045 122 ST,Fair,Queens,-73.817409,40.678705,"maple, silver",acer saccharinum
762 E 105 ST,Fair,Brooklyn,-73.895297,40.648084,london planetree,platanus acerifolia
148 STECHER ST,Good,Staten Island,-74.187081,40.529942,"maple, red",acer rubrum
260 61 ST,Fair,Brooklyn,-74.022167,40.642186,honeylocust,gleditsia triacanthos
2556 YOUNG AV,Fair,Bronx,-73.848179,40.863564,london planetree,platanus acerifolia
1064 HUGUENOT ST,Good,Staten Island,-74.189135,40.528305,"maple, silver",acer saccharinum
59-008 60 ST,Fair,Queens,-73.906645,40.71852,"maple, silver",acer saccharinum
72-035 LOUBET ST,Fair,Queens,-73.846579,40.71158,"maple, sugar",acer saccharum
87-023 248 ST,Fair,Queens,-73.717726,40.73004,"maple, norway",acer platanoides
144 BAY 13 ST,Fair,Brooklyn,-74.009477,40.606706,london planetree,platanus acerifolia
229 W 135 ST,Good,Manhattan,-73.944532,40.815655,tree of heaven,ailanthus altissima
1501 E 98 ST,Fair,Brooklyn,-73.891437,40.636726,london planetree,platanus acerifolia
94-028 209 ST,Poor,Queens,-73.751938,40.715454,"maple, norway",acer platanoides
305 W 86 ST,Poor,Manhattan,-73.978,40.788938,honeylocust,gleditsia triacanthos
1116 FTELEY AVE,Fair,Bronx,-73.871123,40.827421,"linden, little leaf",tilia cordata
79-005 78 RD,Fair,Queens,-73.869337,40.704532,"maple, norway",acer platanoides
1358 65 ST,Poor,Brooklyn,-74.000223,40.625201,planting site,planting site
97-033 WOODHAVEN BLVD,Poor,Queens,-73.846587,40.685381,"oak, pin",quercus palustris
140-025 NEGUNDO AV,Good,Queens,-73.816235,40.748434,"maple, sugar",acer saccharum
154-004 WILLETS PT BLVD,Fair,Queens,-73.809025,40.778079,"maple, norway",acer platanoides
117 SHELDEN AV,Fair,Staten Island,-74.182469,40.549366,"pear, callery",pyrus calleryana
192-011 37 AV,Fair,Queens,-73.789968,40.762567,london planetree,platanus acerifolia
41-080 FORLEY ST,Poor,Queens,-73.876565,40.74579,planting site,planting site
150-006 35 AV,Poor,Queens,-73.815056,40.766382,"maple, norway",acer platanoides
20 HELEN CT,Good,Staten Island,-74.215757,40.535342,sweetgum,liquidambar styraciflua
34-022 81 ST,Fair,Queens,-73.885884,40.753181,"maple, norway",acer platanoides
104-024 108 AV,Fair,Queens,-73.833523,40.683039,"linden, little leaf",tilia cordata
111-001 113 ST,Fair,Queens,-73.826318,40.679058,"maple, norway",acer platanoides
2449 E 13 ST,Fair,Brooklyn,-73.956802,40.590855,"zelkova, japanese",zelkova serrata
53-052 OCEANIA ST,Fair,Queens,-73.769795,40.750123,"pear, callery",pyrus calleryana
4 COURT SQ,Fair,Queens,-73.943906,40.746339,"pine, austrian",pinus nigra
93-017 75 ST,Fair,Queens,-73.864863,40.684274,"maple, silver",acer saccharinum
317 BURBANK AV,Good,Staten Island,-74.108638,40.572424,london planetree,platanus acerifolia
325 E 48 ST,Fair,Manhattan,-73.968828,40.753383,"linden, little leaf",tilia cordata
1633 E 27 ST,Fair,Brooklyn,-73.946797,40.610972,"maple, norway",acer platanoides
67-017 169 ST,Poor,Queens,-73.800264,40.734441,"maple, red",acer rubrum
105-017 27 AV,Fair,Queens,-73.865467,40.764956,japanese pagoda tree,sophora japonica
31-039 56 ST,Good,Queens,-73.905465,40.756572,"maple, norway",acer platanoides
71-014 167 ST,Fair,Queens,-73.802309,40.730142,london planetree,platanus acerifolia
230 E 15 ST,Fair,Manhattan,-73.98535,40.733417,"oak, northern red",quercus rubra
108-010 50 AV,Fair,Queens,-73.855267,40.744707,"maple, norway",acer platanoides
188 REVERE AV,Good,Bronx,-73.816576,40.815574,"maple, sugar",acer saccharum
80-007 265 ST,Fair,Queens,-73.70648,40.745704,"oak, pin",quercus palustris
66-084 FRESH POND RD,Fair,Queens,-73.896768,40.706214,"maple, sugar",acer saccharum
114-118 E 3 ST,Poor,Manhattan,-73.986841,40.724305,london planetree,platanus acerifolia
2750 OLINVILLE AV,Fair,Bronx,-73.868348,40.86601,london planetree,platanus acerifolia
64-022 80 AV,Good,Queens,-73.890236,40.69587,"linden, little leaf",tilia cordata
160-007 86 ST,Fair,Queens,-73.845944,40.656443,london planetree,platanus acerifolia
7 E 235 ST,Fair,Bronx,-73.876135,40.896865,"oak, pin",quercus palustris
18 DALE AV,Fair,Staten Island,-74.122138,40.571799,sweetgum,liquidambar styraciflua
