address,status,spc_latin,spc_common,boroname,latitude,longitude
649 EAST    9 STREET,Fair,gleditsia triacanthos,honeylocust,Manhattan,40.72579795,-73.97916829
1545 NELSON AVENUE,Fair,gleditsia triacanthos,honeylocust,Bronx,40.845555,-73.92005072
82-50 229 STREET,Fair,quercus palustris,"oak, pin",Queens,40.73347938,-73.74102008
89-20 138 STREET,Fair,tilia americana,"linden, american",Queens,40.70128217,-73.81438303
630 EAST  230 STREET,Good,gleditsia triacanthos,honeylocust,Bronx,40.89207082,-73.86084801
22-11 WHITESTONE EXPRESSWAY,Poor,platanus acerifolia,london planetree,Queens,40.77962975,-73.82571188
2166 COLEMAN STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.6094214,-73.92481025
1407 CLINTON AVENUE,Fair,pyrus calleryana,"pear, callery",Bronx,40.83420266,-73.89880841
524 WEST  184 STREET,Poor,morus,mulberry,Manhattan,40.85026069,-73.93046957
254-36 84 ROAD,Fair,pyrus calleryana,"pear, callery",Queens,40.73552645,-73.71300739
2503 BROADWAY,Fair,quercus species,"oak, other",Manhattan,40.79291116,-73.97307277
57 BOWLING GREEN PLACE,Fair,platanus acerifolia,london planetree,Staten Island,40.59533012,-74.16617696
4650 DELAFIELD AVENUE,Fair,tilia americana,"linden, american",Bronx,40.89488931,-73.90694476
379 WEST STREET,Fair,quercus bicolor,"oak, swamp white",Manhattan,40.73172805,-74.0102472
1215 VAN NEST AVENUE,Fair,acer rubrum,"maple, red",Bronx,40.85018591,-73.84718569
547 EDGEGROVE AVENUE,Fair,acer saccharinum,"maple, silver",Staten Island,40.53844841,-74.18984178
91 CHARLESTON AVENUE,Fair,liquidambar styraciflua,sweetgum,Staten Island,40.54937734,-74.21672718
1436 EAST    9 STREET,Good,acer platanoides,"maple, norway",Brooklyn,40.61392294,-73.96509494
109-49 121 STREET,Good,tilia cordata,"linden, little leaf",Queens,40.68244037,-73.82025476
74-14 62 STREET,Poor,acer platanoides,"maple, norway",Queens,40.69996601,-73.89322741
76 NEVINS STREET,Good,pyrus calleryana,"pear, callery",Brooklyn,40.68640838,-73.98245458
364 VICTORY BOULEVARD,Fair,taxodium distichum,baldcypress,Staten Island,40.63321367,-74.08633854
96-02 91 ROAD,Fair,acer palmatum,"maple, japanese",Queens,40.68992904,-73.84750971
70-19 164 STREET,Fair,acer saccharum,"maple, sugar",Queens,40.73136044,-73.80509483
26 WEST STREET,Fair,liquidambar styraciflua,sweetgum,Brooklyn,40.72700015,-73.9587832
9758 CORONA AVENUE,Poor,quercus palustris,"oak, pin",Queens,40.74416903,-73.86571129
170-61 PIDGEON MEADOW ROAD,Fair,robinia pseudoacacia,black locust,Queens,40.74823517,-73.79556443
133 EAST FORDHAM ROAD,Poor,fraxinus pennsylvanica,"ash, green",Bronx,40.862311,-73.89857764
59-01 FRESH MEADOW LANE,Fair,platanus acerifolia,london planetree,Queens,40.74047601,-73.79726987
170-17 75 AVENUE,Fair,robinia pseudoacacia,black locust,Queens,40.72746353,-73.79908456
017-73 109 AVENUE,Poor,acer platanoides,"maple, norway",Queens,40.67946719,-73.83199033
83-32 246 STREET,Good,acer rubrum,"maple, red",Queens,40.73571193,-73.72147912
6712 6 AVENUE,Fair,platanus acerifolia,london planetree,Brooklyn,40.63385128,-74.01792431
183 BEACH  126 STREET,Fair,picea species,"spruce, other",Queens,40.5763574,-73.84516636
216 EAST   77 STREET,Good,tilia cordata,"linden, little leaf",Manhattan,40.77270803,-73.95766818
152-04 BAYSIDE AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.77157956,-73.81184398
31-29 DITMARS BOULEVARD,Good,quercus palustris,"oak, pin",Queens,40.77576037,-73.91014771
24 WEST  129 STREET,Poor,pyrus calleryana,"pear, callery",Manhattan,40.80937326,-73.94140722
33 VENUS LANE,Fair,prunus species,"cherry, other",Staten Island,40.58174198,-74.15538253
711 WOODROW ROAD,Fair,pyrus calleryana,"pear, callery",Staten Island,40.54802508,-74.1898366
120-55 229 STREET,Fair,prunus species,"cherry, other",Queens,40.68699724,-73.73525831
212 HIGHLAWN AVENUE,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.60354809,-73.97810445
111-34 76 DRIVE,Fair,liquidambar styraciflua,sweetgum,Queens,40.71574336,-73.83538059
135-33 122 PLACE,Fair,acer saccharinum,"maple, silver",Queens,40.66960108,-73.81726853
119-38 236 STREET,Poor,acer platanoides,"maple, norway",Queens,40.6869973,-73.72821986
714 ANNADALE ROAD,Fair,acer rubrum,"maple, red",Staten Island,40.54491778,-74.17616582
175-15 137 AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.67332829,-73.76567048
3325 FISH AVENUE,Fair,acer saccharinum,"maple, silver",Bronx,40.87433628,-73.8490647
716 EAST   32 STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.63349956,-73.94580941
140 FLATBUSH AVENUE,Good,gleditsia triacanthos,honeylocust,Brooklyn,40.68363524,-73.97716594
216-19 132 ROAD,Fair,acer platanoides,"maple, norway",Queens,40.68232624,-73.75154132
273 NEWPORT STREET,Good,gleditsia triacanthos,honeylocust,Brooklyn,40.65996567,-73.90490085
2602 FLATBUSH AVENUE EXTENSION,Fair,acer platanoides,"maple, norway",Brooklyn,40.69368495,-73.98333916
143-04 29 AVENUE,Fair,tilia cordata,"linden, little leaf",Queens,40.77233875,-73.82507748
157 EDISON STREET,Fair,platanus acerifolia,london planetree,Staten Island,40.57726126,-74.10864993
80-15 233 STREET,Good,ginkgo biloba,ginkgo,Queens,40.73718456,-73.73847974
478 40 STREET,Fair,quercus palustris,"oak, pin",Brooklyn,40.65109805,-74.00516065
17120 119 AVENUE,Fair,acer saccharinum,"maple, silver",Queens,40.68453129,-73.77468845
140-15 NEWPORT AVENUE,Fair,gleditsia triacanthos,honeylocust,Queens,40.57472193,-73.85826223
3108 WILKINSON AVENUE,Poor,gleditsia triacanthos,honeylocust,Bronx,40.85164766,-73.82875469
1481 MONTGOMERY AVENUE,Fair,malus species,crabapple,Bronx,40.84740845,-73.9211762
576 EAST   56 STREET,Fair,fraxinus pennsylvanica,"ash, green",Brooklyn,40.64284668,-73.9236159
2102 AVENUE N,Fair,platanus acerifolia,london planetree,Brooklyn,40.6162903,-73.95339824
8520 85 ROAD,Fair,taxodium distichum,baldcypress,Queens,40.69525557,-73.85960715
197-07 53 AVENUE,Good,acer platanoides          crimson king,"maple, norway-cr kng",Queens,40.74804351,-73.78089778
283 CONKLIN AVENUE,Fair,acer platanoides,"maple, norway",Brooklyn,40.6455427,-73.8994693
22 BUFFALO STREET,Fair,liquidambar styraciflua,sweetgum,Staten Island,40.56043054,-74.1341965
1068 HANCOCK STREET,Fair,fraxinus pennsylvanica,"ash, green",Brooklyn,40.68871933,-73.91461005
90-29 MYRTLE AVENUE,Fair,quercus palustris,"oak, pin",Queens,40.70255626,-73.85486353
73-75 260 STREET,Fair,platanus acerifolia,london planetree,Queens,40.74988943,-73.71506771
58-19 41 DRIVE,Fair,pinus strobus,"pine, eastern white",Queens,40.74402822,-73.90650949
26-20 141 STREET,Fair,acer saccharum,"maple, sugar",Queens,40.77439405,-73.82838651
314 FINGERBOARD ROAD,Fair,zelkova serrata,"zelkova, japanese",Staten Island,40.60355398,-74.06931312
136-51 60 AVENUE,Poor,acer platanoides,"maple, norway",Queens,40.74347483,-73.82864659
460 CORBIN AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.56608704,-74.15225079
176 LOCUST AVENUE,Fair,fraxinus pennsylvanica,"ash, green",Staten Island,40.57523202,-74.11236154
88-33 189 STREET,Fair,ginkgo biloba,ginkgo,Queens,40.71493898,-73.77243573
6926 230 STREET,Fair,acer platanoides,"maple, norway",Queens,40.74533086,-73.74576305
200-50 39 AVENUE,Fair,liquidambar styraciflua,sweetgum,Queens,40.76229615,-73.78480367
33-11 170 STREET,Fair,acer saccharinum,"maple, silver",Queens,40.76696803,-73.79552498
57-52 LITTLE NECK PARKWAY,Fair,quercus rubra,"oak, northern red",Queens,40.76277478,-73.72354632
1134 83 STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.6179181,-74.01567238
67-07 YELLOWSTONE BOULEVARD,Fair,ginkgo biloba,ginkgo,Queens,40.72834156,-73.84921859
166 EAST   95 STREET,Fair,platanus acerifolia,london planetree,Manhattan,40.78491388,-73.95078859
165-02 35 AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.76519241,-73.80035338
245-12 ALAMEDA AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.76456814,-73.74051293
1751-63 2 AVENUE,Fair,quercus rubra,"oak, northern red",Manhattan,40.78122158,-73.94931448
21-27 31 STREET,Fair,styphnolobium japonicum,japanese pagoda tree,Queens,40.77725285,-73.90931525
305 OCEAN PARKWAY,Fair,ulmus americana,"elm, american",Brooklyn,40.64199068,-73.97355165
211 WEST   71 STREET,Fair,pyrus calleryana,"pear, callery",Manhattan,40.77823419,-73.98277701
87 ST JAMES PLACE,Fair,pyrus calleryana,"pear, callery",Brooklyn,40.68653596,-73.96439348
1222 EAST  105 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.64221715,-73.88877602
220 CADMAN PLAZA WEST,Fair,platanus acerifolia,london planetree,Brooklyn,40.69750925,-73.99140254
209 BEACH  124 STREET,Fair,acer platanoides          crimson king,"maple, norway-cr kng",Queens,40.5779919,-73.84412221
9142 HOLLIS COURT BOULEVARD,Fair,koelreuteria paniculata,goldenrain tree,Queens,40.71978589,-73.74977828
133-32 118 STREET,Good,tilia cordata,"linden, little leaf",Queens,40.67222054,-73.82136379
163-31 85 STREET,Fair,acer platanoides,"maple, norway",Queens,40.65098071,-73.84553375
47-01 210 STREET,Fair,acer platanoides,"maple, norway",Queens,40.75567536,-73.77173709
270-11 78 AVENUE,Fair,acer saccharum,"maple, sugar",Queens,40.75040009,-73.70316599
1018 HUGUENOT AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.52945885,-74.1900033
945 GRANT AVENUE,Poor,acer saccharum,"maple, sugar",Bronx,40.82781747,-73.91833038
315 EAST   70 STREET,Fair,pyrus calleryana,"pear, callery",Manhattan,40.76725187,-73.95872219
29-16 164 STREET,Fair,acer saccharum,"maple, sugar",Queens,40.77076484,-73.80069409
2865 WEST   19 STREET,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.57742157,-73.98599305
4603 189 STREET,Good,ulmus americana,"elm, american",Queens,40.75311602,-73.79135179
5110 19 AVENUE,Fair,platanus acerifolia,london planetree,Brooklyn,40.62565225,-73.97995605
47 SAVO LANE,Good,acer palmatum,"maple, japanese",Staten Island,40.60050631,-74.06624904
1835 EAST   52 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.61435904,-73.9244301
121 WEST CEDARVIEW AVENUE,Good,platanus acerifolia,london planetree,Staten Island,40.5687593,-74.14024577
305 OLDFIELD STREET,Fair,liquidambar styraciflua,sweetgum,Staten Island,40.57266526,-74.10092496
484 CONVENT AVENUE,Fair,robinia pseudoacacia,black locust,Manhattan,40.82855129,-73.94274898
68 RADIGAN AVENUE,Fair,acer platanoides,"maple, norway",Staten Island,40.54433755,-74.21542992
82-04 159 AVENUE,Good,pyrus calleryana,"pear, callery",Queens,40.65771136,-73.85000536
931 EAST   77 STREET,Poor,acer platanoides,"maple, norway",Brooklyn,40.63349723,-73.9147996
951 EAST    7 STREET,Good,ulmus americana,"elm, american",Brooklyn,40.62760155,-73.96970624
332 WEST   19 STREET,Fair,pyrus calleryana,"pear, callery",Manhattan,40.7432839,-74.00135691
1665 EAST  111 STREET,Fair,platanus acerifolia,london planetree,Manhattan,40.79681741,-73.94722386
334 EUCLID AVENUE,Good,acer platanoides,"maple, norway",Brooklyn,40.6798156,-73.87326072
69-68 137 STREET,Fair,quercus palustris,"oak, pin",Queens,40.728013,-73.82823536
207-03 36 AVENUE,Fair,platanus acerifolia,london planetree,Queens,40.76594061,-73.78014217
185 CLAREMONT AVENUE,Fair,pyrus calleryana,"pear, callery",Manhattan,40.81481036,-73.96024975
517 OLMSTEAD AVENUE,Fair,acer pseudoplatanus,"maple, sycamore",Bronx,40.81686142,-73.85069075
28 DURGESS STREET,Fair,platanus acerifolia,london planetree,Staten Island,40.59730356,-74.0898678
760 CEDAR LAWN AVENUE,Fair,gleditsia triacanthos,honeylocust,Queens,40.60450629,-73.74302933
191-40 PINEVILLE LANE,Poor,platanus acerifolia,london planetree,Queens,40.6843282,-73.7520098
244 HARVEST AVENUE,Fair,ginkgo biloba,ginkgo,Staten Island,40.62700009,-74.11397256
150-14 GRAND CENTRAL PARKWAY,Fair,robinia pseudoacacia,black locust,Queens,40.71570128,-73.80985177
2508 QUENTIN ROAD,Fair,quercus palustris,"oak, pin",Brooklyn,40.6093465,-73.94821324
1563 MERRY AVENUE,Fair,quercus rubra,"oak, northern red",Bronx,40.84292294,-73.82923977
66 RIDGEWOOD AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.54832669,-74.16326781
37 HARRISON STREET,Poor,gleditsia triacanthos,honeylocust,Manhattan,40.71886331,-74.01093786
532 EAST    6 STREET,Fair,gleditsia triacanthos,honeylocust,Manhattan,40.72509593,-73.98308659
362 STOBE AVENUE,Fair,ulmus americana,"elm, american",Staten Island,40.5796808,-74.09468964
562 SINCLAIR AVENUE,Fair,pyrus calleryana,"pear, callery",Staten Island,40.54240118,-74.1946203
208-06 CROSS ISLE PARKWAY SR SOUTH,Fair,platanus acerifolia,london planetree,Queens,40.78886869,-73.78663176
32-32 146 STREET,Fair,pyrus calleryana,"pear, callery",Queens,40.769251,-73.82155842
2277 EAST   72 STREET,Fair,pyrus calleryana,"pear, callery",Brooklyn,40.61753844,-73.90365017
1854 LELAND AVENUE,Poor,gleditsia triacanthos,honeylocust,Bronx,40.83258096,-73.86364154
60-19 76 STREET,Fair,acer platanoides,"maple, norway",Queens,40.72430599,-73.88410405
2870 SCHLEY AVENUE,Good,platanus acerifolia,london planetree,Bronx,40.8240518,-73.82119467
1110 EAST   51 STREET,Good,platanus acerifolia,london planetree,Brooklyn,40.63409882,-73.92750983
118 2 AVENUE,Good,zelkova serrata,"zelkova, japanese",Brooklyn,40.6719199,-73.99396534
75-19 162 STREET,Good,zelkova serrata,"zelkova, japanese",Queens,40.72657377,-73.80683701
5716 BROADWAY,Fair,platanus acerifolia,london planetree,Bronx,40.88243283,-73.9022971
158 IRVING AVENUE,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.70238413,-73.92031258
2837 WESTBOURNE AVENUE,Good,acer platanoides,"maple, norway",Queens,40.60789112,-73.76640798
1956 MC GRAW AVENUE,Good,platanus acerifolia,london planetree,Bronx,40.83480379,-73.85954396
32-29 159 STREET,Fair,tilia americana,"linden, american",Queens,40.7691895,-73.80560147
244-14 130 AVENUE,Fair,acer platanoides,"maple, norway",Queens,40.67814544,-73.72709142
240-11 69 AVENUE,Poor,pinus strobus,"pine, eastern white",Queens,40.74997561,-73.73867856
1141 EAST   37 STREET,Fair,acer pseudoplatanus,"maple, sycamore",Brooklyn,40.6287786,-73.94042374
2114 HIMROD STREET,Good,prunus cerasifera,"plum, purpleleaf",Queens,40.71093932,-73.90888245
150 55 STREET,Fair,tilia americana,"linden, american",Brooklyn,40.64694066,-74.02092962
696 HALSEY STREET,Good,zelkova serrata,"zelkova, japanese",Brooklyn,40.68457691,-73.92567018
48-44 186 STREET,Fair,quercus palustris,"oak, pin",Queens,40.7476194,-73.79197171
7900 QUEENS BOULEVARD,Fair,ulmus americana,"elm, american",Queens,40.73815944,-73.88475835
197 SOUTH RAILROAD STREET,Fair,pyrus calleryana,"pear, callery",Staten Island,40.5384276,-74.18407454
34 HAWTHORNE AVENUE,Fair,platanus acerifolia,london planetree,Staten Island,40.61563713,-74.14735356
142-30 248 STREET,Fair,amelanchier species,"serviceberry, other",Queens,40.66216307,-73.73555151
1846 HONE AVENUE,Good,acer campestre,"maple, hedge",Bronx,40.84976282,-73.85538453
238 JOHNSON AVENUE,Fair,quercus robur,"oak, english",Brooklyn,40.70696021,-73.93921051
2127 EAST   37 STREET,Fair,zelkova serrata,"zelkova, japanese",Brooklyn,40.60805115,-73.92816477
88-71 193 STREET,Fair,zelkova serrata,"zelkova, japanese",Queens,40.71614496,-73.76882066
33 BURTON AVENUE,Fair,acer saccharinum,"maple, silver",Staten Island,40.51893427,-74.20644264
3514 90 STREET,Good,tilia cordata,"linden, little leaf",Queens,40.75181766,-73.87711918
88 MANCHESTER DRIVE,Fair,acer saccharinum,"maple, silver",Staten Island,40.54996477,-74.19528283
5839 211 STREET,Fair,acer pseudoplatanus,"maple, sycamore",Queens,40.7476227,-73.76648826
23-15 28 AVENUE,Good,tilia americana,"linden, american",Queens,40.77030347,-73.92499325
2 ST CLAIRE PLACE,Fair,ginkgo biloba,ginkgo,Manhattan,40.8170773,-73.95967758
56-20 208 STREET,Poor,quercus palustris,"oak, pin",Queens,40.7488599,-73.77024101
5119 11 AVENUE,Good,quercus rubra,"oak, northern red",Brooklyn,40.63640531,-73.99783819
143-51 226 STREET,Fair,prunus species,"cherry, other",Queens,40.66489999,-73.75172518
96-09 PITKIN AVENUE,Good,platanus acerifolia,london planetree,Queens,40.67259122,-73.84011228
214-22 WHITEHALL TERRACE,Fair,tilia cordata,"linden, little leaf",Queens,40.72678156,-73.75197449
981 OCEAN PARKWAY,Fair,acer platanoides,"maple, norway",Brooklyn,40.62481856,-73.97058289
164-10 84 AVENUE,Fair,quercus rubra,"oak, northern red",Queens,40.71504405,-73.80259581
3019 QUENTIN ROAD,Fair,acer rubrum,"maple, red",Brooklyn,40.61193685,-73.94099704
37-59 102 STREET,Fair,acer platanoides,"maple, norway",Queens,40.75140829,-73.86451648
2418 98 STREET,Fair,celtis occidentalis,hackberry,Queens,40.76545066,-73.87193173
2039 EAST   26 STREET,Poor,acer platanoides,"maple, norway",Brooklyn,40.60133063,-73.94590754
196-68 48 AVENUE,Fair,acer platanoides          crimson king,"maple, norway-cr kng",Queens,40.75134711,-73.78176757
1052 LONGFELLOW AVENUE,Fair,platanus acerifolia,london planetree,Bronx,40.82461608,-73.88771237
148-18 56 ROAD,Good,quercus rubra,"oak, northern red",Queens,40.74487224,-73.81812309
2133 BATCHELDER STREET,Fair,acer platanoides,"maple, norway",Brooklyn,40.59991902,-73.93887584
225 GERVIL STREET,Fair,zelkova serrata,"zelkova, japanese",Staten Island,40.54559372,-74.21151201
33-57 164 STREET,Fair,tilia americana,"linden, american",Queens,40.76733192,-73.80113758
73-23 UNION TURNPIKE,Fair,fraxinus pennsylvanica,"ash, green",Queens,40.72447701,-73.79569864
29-39 143 STREET,Fair,acer saccharum,"maple, sugar",Queens,40.77106327,-73.82562238
1740 59 STREET,Fair,platanus acerifolia,london planetree,Brooklyn,40.62336146,-73.98792505
223-06 MANOR ROAD,Fair,acer species,"maple, other",Queens,40.73300669,-73.74320852
666 5 AVENUE,Good,pyrus calleryana,"pear, callery",Manhattan,40.76061455,-73.97632014
31-40 71 STREET,Fair,quercus palustris,"oak, pin",Queens,40.75738077,-73.89613131
221 ELMWOOD AVENUE,Fair,acer saccharinum,"maple, silver",Brooklyn,40.6271664,-73.97500574
333 WEST HOUSTON STREET,Fair,zelkova serrata,"zelkova, japanese",Manhattan,40.72899432,-74.00967671
5411 69 STREET,Fair,platanus acerifolia,london planetree,Queens,40.72879091,-73.89556251
192 HUNTER AVENUE,Good,acer platanoides,"maple, norway",Staten Island,40.58057751,-74.10208532
50-01 190 STREET,Good,acer pseudoplatanus,"maple, sycamore",Queens,40.74727672,-73.78768887
706 LORIMER STREET,Good,tilia americana,"linden, american",Brooklyn,40.71801582,-73.95000828
6521 78 STREET,Good,fraxinus pennsylvanica,"ash, green",Queens,40.71699029,-73.87534363
167 HARRISON AVENUE,Poor,gleditsia triacanthos,honeylocust,Brooklyn,40.70173339,-73.94888803
218-69 98 AVENUE,Poor,acer platanoides,"maple, norway",Queens,40.7164151,-73.73496831
153 WEST  132 STREET,Poor,gleditsia triacanthos,honeylocust,Manhattan,40.81282728,-73.94373067
2154 EAST   28 STREET,Fair,acer platanoides,"maple, norway",Brooklyn,40.59896899,-73.94358681
1299 OCEAN AVENUE,Good,gleditsia triacanthos,honeylocust,Brooklyn,40.63087217,-73.95735825
42-15 249 STREET,Good,quercus palustris,"oak, pin",Queens,40.770375,-73.74005346
827 54 STREET,Good,platanus acerifolia,london planetree,Brooklyn,40.6384391,-74.00529659
5525 KINGS HIGHWAY,Good,tilia americana,"linden, american",Brooklyn,40.64525192,-73.92483473
49 EAST   73 STREET,Good,pyrus calleryana,"pear, callery",Manhattan,40.77226567,-73.96444512
21-15 ROBIN ROAD,Fair,prunus species,"cherry, other",Staten Island,40.59567459,-74.06293149
915 WHITESTONE EXPRESSWAY SR EAST,Poor,acer platanoides,"maple, norway",Queens,40.79133107,-73.82244904
136 WEST   88 STREET,Fair,platanus acerifolia,london planetree,Manhattan,40.7882724,-73.9723849
1054 DE KALB AVENUE,Fair,gleditsia triacanthos,honeylocust,Brooklyn,40.69363014,-73.93167868
2324 EAST   14 STREET,Poor,acer platanoides,"maple, norway",Brooklyn,40.59361945,-73.95637384
113-15 34 AVENUE,Fair,tilia cordata,"linden, little leaf",Queens,40.75708197,-73.85571569
64-20 174 STREET,Fair,quercus rubra,"oak, northern red",Queens,40.73740599,-73.79494452
61-35 98 STREET,Fair,platanus acerifolia,london planetree,Queens,40.73448774,-73.86063946
87-53 216 STREET,Fair,juniperus virginiana,eastern redcedar,Queens,40.72807874,-73.74893534
109 PROSPECT AVENUE,Good,prunus species,"cherry, other",Queens,40.77198484,-73.74810551
